,settlementDate,settlementPeriod,imbalanceQuantityMAW,time_stamp
39,2016-09-16,9,-32.4355,2016-09-16 03:30:00
40,2016-09-16,8,-192.8099,2016-09-16 03:00:00
41,2016-09-16,7,-61.1906,2016-09-16 02:30:00
42,2016-09-16,6,-294.8588,2016-09-16 02:00:00
43,2016-09-16,5,-192.6148,2016-09-16 01:30:00
44,2016-09-16,4,-95.8117,2016-09-16 01:00:00
45,2016-09-16,3,-26.5882,2016-09-16 00:30:00
46,2016-09-16,2,110.8811,2016-09-16 00:00:00
47,2016-09-16,1,24.4388,2016-09-15 23:30:00
0,2016-09-17,48,-265.093,2016-09-17 23:00:00
1,2016-09-17,47,-264.7761,2016-09-17 22:30:00
2,2016-09-17,46,-722.7899,2016-09-17 22:00:00
3,2016-09-17,45,-672.1345,2016-09-17 21:30:00
4,2016-09-17,44,-751.5832,2016-09-17 21:00:00
5,2016-09-17,43,-614.8977,2016-09-17 20:30:00
6,2016-09-17,42,-460.4205,2016-09-17 20:00:00
7,2016-09-17,41,-503.6811,2016-09-17 19:30:00
8,2016-09-17,40,-372.2717,2016-09-17 19:00:00
9,2016-09-17,39,-371.6445,2016-09-17 18:30:00
10,2016-09-17,38,-231.1771,2016-09-17 18:00:00
11,2016-09-17,37,-187.9467,2016-09-17 17:30:00
12,2016-09-17,36,-136.1028,2016-09-17 17:00:00
13,2016-09-17,35,-293.8215,2016-09-17 16:30:00
14,2016-09-17,34,-100.7017,2016-09-17 16:00:00
15,2016-09-17,33,35.2581,2016-09-17 15:30:00
16,2016-09-17,32,49.9892,2016-09-17 15:00:00
17,2016-09-17,31,-48.0919,2016-09-17 14:30:00
18,2016-09-17,30,-147.7311,2016-09-17 14:00:00
19,2016-09-17,29,-315.9167,2016-09-17 13:30:00
20,2016-09-17,28,-265.9194,2016-09-17 13:00:00
21,2016-09-17,27,-158.3425,2016-09-17 12:30:00
22,2016-09-17,26,-119.5821,2016-09-17 12:00:00
23,2016-09-17,25,-273.144,2016-09-17 11:30:00
24,2016-09-17,24,-306.0536,2016-09-17 11:00:00
25,2016-09-17,23,-260.211,2016-09-17 10:30:00
26,2016-09-17,22,-144.6572,2016-09-17 10:00:00
27,2016-09-17,21,-214.9753,2016-09-17 09:30:00
28,2016-09-17,20,-135.1954,2016-09-17 09:00:00
29,2016-09-17,19,-196.2371,2016-09-17 08:30:00
30,2016-09-17,18,-104.3284,2016-09-17 08:00:00
31,2016-09-17,17,-377.1274,2016-09-17 07:30:00
32,2016-09-17,16,-161.1176,2016-09-17 07:00:00
33,2016-09-17,15,-196.8295,2016-09-17 06:30:00
34,2016-09-17,14,-216.9399,2016-09-17 06:00:00
35,2016-09-17,13,-145.4168,2016-09-17 05:30:00
36,2016-09-17,12,-301.8837,2016-09-17 05:00:00
37,2016-09-17,11,-292.0083,2016-09-17 04:30:00
38,2016-09-17,10,-366.1639,2016-09-17 04:00:00
39,2016-09-17,9,-291.7126,2016-09-17 03:30:00
40,2016-09-17,8,-206.0758,2016-09-17 03:00:00
41,2016-09-17,7,-256.5728,2016-09-17 02:30:00
42,2016-09-17,6,-229.9645,2016-09-17 02:00:00
43,2016-09-17,5,-219.4706,2016-09-17 01:30:00
44,2016-09-17,4,-192.64,2016-09-17 01:00:00
45,2016-09-17,3,-209.3666,2016-09-17 00:30:00
46,2016-09-17,2,-74.8246,2016-09-17 00:00:00
47,2016-09-17,1,32.817,2016-09-16 23:30:00
0,2016-09-18,48,-305.0079,2016-09-18 23:00:00
1,2016-09-18,47,-400.9691,2016-09-18 22:30:00
2,2016-09-18,46,-506.7662,2016-09-18 22:00:00
3,2016-09-18,45,-297.1587,2016-09-18 21:30:00
4,2016-09-18,44,-458.4455,2016-09-18 21:00:00
5,2016-09-18,43,-405.9241,2016-09-18 20:30:00
6,2016-09-18,42,-485.8394,2016-09-18 20:00:00
7,2016-09-18,41,-375.7553,2016-09-18 19:30:00
8,2016-09-18,40,-136.008,2016-09-18 19:00:00
9,2016-09-18,39,-313.446,2016-09-18 18:30:00
10,2016-09-18,38,-83.81,2016-09-18 18:00:00
11,2016-09-18,37,5.7784,2016-09-18 17:30:00
12,2016-09-18,36,60.0105,2016-09-18 17:00:00
13,2016-09-18,35,22.3321,2016-09-18 16:30:00
14,2016-09-18,34,95.0027,2016-09-18 16:00:00
15,2016-09-18,33,-44.5011,2016-09-18 15:30:00
16,2016-09-18,32,-36.2643,2016-09-18 15:00:00
17,2016-09-18,31,-212.691,2016-09-18 14:30:00
18,2016-09-18,30,-114.1699,2016-09-18 14:00:00
19,2016-09-18,29,-163.0171,2016-09-18 13:30:00
20,2016-09-18,28,-335.2834,2016-09-18 13:00:00
21,2016-09-18,27,-266.3916,2016-09-18 12:30:00
22,2016-09-18,26,-556.1932,2016-09-18 12:00:00
23,2016-09-18,25,-655.4217,2016-09-18 11:30:00
24,2016-09-18,24,-822.8869,2016-09-18 11:00:00
25,2016-09-18,23,-848.5523,2016-09-18 10:30:00
26,2016-09-18,22,-649.4634,2016-09-18 10:00:00
27,2016-09-18,21,-670.9046,2016-09-18 09:30:00
28,2016-09-18,20,-645.9046,2016-09-18 09:00:00
29,2016-09-18,19,-628.744,2016-09-18 08:30:00
30,2016-09-18,18,-546.5018,2016-09-18 08:00:00
31,2016-09-18,17,-507.933,2016-09-18 07:30:00
32,2016-09-18,16,-397.5455,2016-09-18 07:00:00
33,2016-09-18,15,-384.6545,2016-09-18 06:30:00
34,2016-09-18,14,-167.8873,2016-09-18 06:00:00
35,2016-09-18,13,-90.5,2016-09-18 05:30:00
36,2016-09-18,12,-253.2068,2016-09-18 05:00:00
37,2016-09-18,11,-193.2667,2016-09-18 04:30:00
38,2016-09-18,10,-62.2712,2016-09-18 04:00:00
39,2016-09-18,9,-59.5155,2016-09-18 03:30:00
40,2016-09-18,8,-7.425,2016-09-18 03:00:00
41,2016-09-18,7,-93.1736,2016-09-18 02:30:00
42,2016-09-18,6,-67.6206,2016-09-18 02:00:00
43,2016-09-18,5,20.6731,2016-09-18 01:30:00
44,2016-09-18,4,90.0593,2016-09-18 01:00:00
45,2016-09-18,3,191.6034,2016-09-18 00:30:00
46,2016-09-18,2,-31.0941,2016-09-18 00:00:00
47,2016-09-18,1,-206.4095,2016-09-17 23:30:00
0,2016-09-19,48,-206.7714,2016-09-19 23:00:00
1,2016-09-19,47,-98.5198,2016-09-19 22:30:00
2,2016-09-19,46,-522.6262,2016-09-19 22:00:00
3,2016-09-19,45,-174.4394,2016-09-19 21:30:00
4,2016-09-19,44,-157.1455,2016-09-19 21:00:00
5,2016-09-19,43,-169.4654,2016-09-19 20:30:00
6,2016-09-19,42,-298.7405,2016-09-19 20:00:00
7,2016-09-19,41,-282.4669,2016-09-19 19:30:00
8,2016-09-19,40,-380.466,2016-09-19 19:00:00
9,2016-09-19,39,-537.9725,2016-09-19 18:30:00
10,2016-09-19,38,-494.7524,2016-09-19 18:00:00
11,2016-09-19,37,-254.9751,2016-09-19 17:30:00
12,2016-09-19,36,-114.2461,2016-09-19 17:00:00
13,2016-09-19,35,-189.9756,2016-09-19 16:30:00
14,2016-09-19,34,-249.9239,2016-09-19 16:00:00
15,2016-09-19,33,-151.2525,2016-09-19 15:30:00
16,2016-09-19,32,-300.5265,2016-09-19 15:00:00
17,2016-09-19,31,-268.9976,2016-09-19 14:30:00
18,2016-09-19,30,-142.535,2016-09-19 14:00:00
19,2016-09-19,29,-252.8482,2016-09-19 13:30:00
20,2016-09-19,28,-261.9223,2016-09-19 13:00:00
21,2016-09-19,27,-313.0987,2016-09-19 12:30:00
22,2016-09-19,26,-69.8418,2016-09-19 12:00:00
23,2016-09-19,25,-34.0964,2016-09-19 11:30:00
24,2016-09-19,24,-306.7111,2016-09-19 11:00:00
25,2016-09-19,23,-588.8609,2016-09-19 10:30:00
26,2016-09-19,22,-320.4057,2016-09-19 10:00:00
27,2016-09-19,21,-270.9027,2016-09-19 09:30:00
28,2016-09-19,20,-325.6629,2016-09-19 09:00:00
29,2016-09-19,19,-157.4141,2016-09-19 08:30:00
30,2016-09-19,18,-110.2712,2016-09-19 08:00:00
31,2016-09-19,17,61.1808,2016-09-19 07:30:00
32,2016-09-19,16,129.7728,2016-09-19 07:00:00
33,2016-09-19,15,-123.0815,2016-09-19 06:30:00
34,2016-09-19,14,-124.9967,2016-09-19 06:00:00
35,2016-09-19,13,-271.6335,2016-09-19 05:30:00
36,2016-09-19,12,-358.7696,2016-09-19 05:00:00
37,2016-09-19,11,-343.686,2016-09-19 04:30:00
38,2016-09-19,10,-307.6583,2016-09-19 04:00:00
39,2016-09-19,9,-347.9917,2016-09-19 03:30:00
40,2016-09-19,8,-414.2834,2016-09-19 03:00:00
41,2016-09-19,7,-432.5763,2016-09-19 02:30:00
42,2016-09-19,6,-290.0437,2016-09-19 02:00:00
43,2016-09-19,5,12.2979,2016-09-19 01:30:00
44,2016-09-19,4,-71.0892,2016-09-19 01:00:00
45,2016-09-19,3,61.9449,2016-09-19 00:30:00
46,2016-09-19,2,91.2354,2016-09-19 00:00:00
47,2016-09-19,1,19.7499,2016-09-18 23:30:00
0,2016-09-20,48,-401.6421,2016-09-20 23:00:00
1,2016-09-20,47,-255.9786,2016-09-20 22:30:00
2,2016-09-20,46,-162.291,2016-09-20 22:00:00
3,2016-09-20,45,107.258,2016-09-20 21:30:00
4,2016-09-20,44,28.5155,2016-09-20 21:00:00
5,2016-09-20,43,127.2232,2016-09-20 20:30:00
6,2016-09-20,42,-158.2829,2016-09-20 20:00:00
7,2016-09-20,41,-163.2539,2016-09-20 19:30:00
8,2016-09-20,40,60.9708,2016-09-20 19:00:00
9,2016-09-20,39,-221.9929,2016-09-20 18:30:00
10,2016-09-20,38,-202.7025,2016-09-20 18:00:00
11,2016-09-20,37,-219.4417,2016-09-20 17:30:00
12,2016-09-20,36,-270.3666,2016-09-20 17:00:00
13,2016-09-20,35,-188.6379,2016-09-20 16:30:00
14,2016-09-20,34,104.8562,2016-09-20 16:00:00
15,2016-09-20,33,160.0961,2016-09-20 15:30:00
16,2016-09-20,32,-123.0624,2016-09-20 15:00:00
17,2016-09-20,31,-317.0318,2016-09-20 14:30:00
18,2016-09-20,30,-278.4777,2016-09-20 14:00:00
19,2016-09-20,29,-253.6852,2016-09-20 13:30:00
20,2016-09-20,28,-204.4917,2016-09-20 13:00:00
21,2016-09-20,27,-239.4704,2016-09-20 12:30:00
22,2016-09-20,26,-359.9199,2016-09-20 12:00:00
23,2016-09-20,25,-345.4364,2016-09-20 11:30:00
24,2016-09-20,24,-317.0168,2016-09-20 11:00:00
25,2016-09-20,23,-233.3208,2016-09-20 10:30:00
26,2016-09-20,22,-188.5251,2016-09-20 10:00:00
27,2016-09-20,21,-217.6376,2016-09-20 09:30:00
28,2016-09-20,20,-132.4343,2016-09-20 09:00:00
29,2016-09-20,19,-119.2462,2016-09-20 08:30:00
30,2016-09-20,18,-125.5089,2016-09-20 08:00:00
31,2016-09-20,17,-36.7642,2016-09-20 07:30:00
32,2016-09-20,16,-155.8319,2016-09-20 07:00:00
33,2016-09-20,15,-153.0972,2016-09-20 06:30:00
34,2016-09-20,14,15.1028,2016-09-20 06:00:00
35,2016-09-20,13,-92.1687,2016-09-20 05:30:00
36,2016-09-20,12,116.2805,2016-09-20 05:00:00
37,2016-09-20,11,87.2648,2016-09-20 04:30:00
38,2016-09-20,10,-131.4372,2016-09-20 04:00:00
39,2016-09-20,9,-178.7223,2016-09-20 03:30:00
40,2016-09-20,8,-159.6317,2016-09-20 03:00:00
41,2016-09-20,7,-123.4502,2016-09-20 02:30:00
42,2016-09-20,6,-196.772,2016-09-20 02:00:00
43,2016-09-20,5,-186.528,2016-09-20 01:30:00
44,2016-09-20,4,-188.5666,2016-09-20 01:00:00
45,2016-09-20,3,-155.5633,2016-09-20 00:30:00
46,2016-09-20,2,-199.6065,2016-09-20 00:00:00
47,2016-09-20,1,-161.0482,2016-09-19 23:30:00
0,2016-09-21,48,-151.9514,2016-09-21 23:00:00
1,2016-09-21,47,-2.9045,2016-09-21 22:30:00
2,2016-09-21,46,-521.2088,2016-09-21 22:00:00
3,2016-09-21,45,-461.0945,2016-09-21 21:30:00
4,2016-09-21,44,-559.3433,2016-09-21 21:00:00
5,2016-09-21,43,-459.3894,2016-09-21 20:30:00
6,2016-09-21,42,-691.0496,2016-09-21 20:00:00
7,2016-09-21,41,-268.1463,2016-09-21 19:30:00
8,2016-09-21,40,123.7916,2016-09-21 19:00:00
9,2016-09-21,39,259.6416,2016-09-21 18:30:00
10,2016-09-21,38,96.8825,2016-09-21 18:00:00
11,2016-09-21,37,154.2363,2016-09-21 17:30:00
12,2016-09-21,36,-15.0479,2016-09-21 17:00:00
13,2016-09-21,35,-290.4055,2016-09-21 16:30:00
14,2016-09-21,34,-216.3872,2016-09-21 16:00:00
15,2016-09-21,33,-227.7068,2016-09-21 15:30:00
16,2016-09-21,32,-180.7234,2016-09-21 15:00:00
17,2016-09-21,31,-461.537,2016-09-21 14:30:00
18,2016-09-21,30,-402.6778,2016-09-21 14:00:00
19,2016-09-21,29,-407.4418,2016-09-21 13:30:00
20,2016-09-21,28,-367.3564,2016-09-21 13:00:00
21,2016-09-21,27,-319.3929,2016-09-21 12:30:00
22,2016-09-21,26,-358.5195,2016-09-21 12:00:00
23,2016-09-21,25,-312.5654,2016-09-21 11:30:00
24,2016-09-21,24,-337.2724,2016-09-21 11:00:00
25,2016-09-21,23,-239.3189,2016-09-21 10:30:00
26,2016-09-21,22,-384.4162,2016-09-21 10:00:00
27,2016-09-21,21,-104.5775,2016-09-21 09:30:00
28,2016-09-21,20,-308.3746,2016-09-21 09:00:00
29,2016-09-21,19,-213.8679,2016-09-21 08:30:00
30,2016-09-21,18,-290.3001,2016-09-21 08:00:00
31,2016-09-21,17,-130.4657,2016-09-21 07:30:00
32,2016-09-21,16,76.0801,2016-09-21 07:00:00
33,2016-09-21,15,-64.1825,2016-09-21 06:30:00
34,2016-09-21,14,246.093,2016-09-21 06:00:00
35,2016-09-21,13,-87.0782,2016-09-21 05:30:00
36,2016-09-21,12,-178.9463,2016-09-21 05:00:00
37,2016-09-21,11,-283.3911,2016-09-21 04:30:00
38,2016-09-21,10,-155.6334,2016-09-21 04:00:00
39,2016-09-21,9,-242.9435,2016-09-21 03:30:00
40,2016-09-21,8,-470.8069,2016-09-21 03:00:00
41,2016-09-21,7,-367.6115,2016-09-21 02:30:00
42,2016-09-21,6,-410.5167,2016-09-21 02:00:00
43,2016-09-21,5,-244.7204,2016-09-21 01:30:00
44,2016-09-21,4,-146.9831,2016-09-21 01:00:00
45,2016-09-21,3,-48.0504,2016-09-21 00:30:00
46,2016-09-21,2,-236.3887,2016-09-21 00:00:00
47,2016-09-21,1,-490.0973,2016-09-20 23:30:00
0,2016-09-22,48,-263.4441,2016-09-22 23:00:00
1,2016-09-22,47,-294.8706,2016-09-22 22:30:00
2,2016-09-22,46,-414.8503,2016-09-22 22:00:00
3,2016-09-22,45,-333.3612,2016-09-22 21:30:00
4,2016-09-22,44,-474.2472,2016-09-22 21:00:00
5,2016-09-22,43,-276.0902,2016-09-22 20:30:00
6,2016-09-22,42,-443.9152,2016-09-22 20:00:00
7,2016-09-22,41,-239.9491,2016-09-22 19:30:00
8,2016-09-22,40,-195.7602,2016-09-22 19:00:00
9,2016-09-22,39,-547.9972,2016-09-22 18:30:00
10,2016-09-22,38,-373.3604,2016-09-22 18:00:00
11,2016-09-22,37,-439.2783,2016-09-22 17:30:00
12,2016-09-22,36,-428.0034,2016-09-22 17:00:00
13,2016-09-22,35,-645.8581,2016-09-22 16:30:00
14,2016-09-22,34,-647.5227,2016-09-22 16:00:00
15,2016-09-22,33,-831.5759,2016-09-22 15:30:00
16,2016-09-22,32,-424.6604,2016-09-22 15:00:00
17,2016-09-22,31,-528.1859,2016-09-22 14:30:00
18,2016-09-22,30,-429.1379,2016-09-22 14:00:00
19,2016-09-22,29,-311.055,2016-09-22 13:30:00
20,2016-09-22,28,-386.9125,2016-09-22 13:00:00
21,2016-09-22,27,-431.8634,2016-09-22 12:30:00
22,2016-09-22,26,-670.8431,2016-09-22 12:00:00
23,2016-09-22,25,-669.1748,2016-09-22 11:30:00
24,2016-09-22,24,-753.5416,2016-09-22 11:00:00
25,2016-09-22,23,-646.5521,2016-09-22 10:30:00
26,2016-09-22,22,-661.0983,2016-09-22 10:00:00
27,2016-09-22,21,-373.811,2016-09-22 09:30:00
28,2016-09-22,20,-230.4394,2016-09-22 09:00:00
29,2016-09-22,19,-131.4897,2016-09-22 08:30:00
30,2016-09-22,18,-124.2954,2016-09-22 08:00:00
31,2016-09-22,17,-87.7157,2016-09-22 07:30:00
32,2016-09-22,16,70.624,2016-09-22 07:00:00
33,2016-09-22,15,-231.4348,2016-09-22 06:30:00
34,2016-09-22,14,-135.7488,2016-09-22 06:00:00
35,2016-09-22,13,-303.0138,2016-09-22 05:30:00
36,2016-09-22,12,-204.0688,2016-09-22 05:00:00
37,2016-09-22,11,-204.5504,2016-09-22 04:30:00
38,2016-09-22,10,-282.567,2016-09-22 04:00:00
39,2016-09-22,9,-231.7489,2016-09-22 03:30:00
40,2016-09-22,8,-104.4167,2016-09-22 03:00:00
41,2016-09-22,7,-4.8163,2016-09-22 02:30:00
42,2016-09-22,6,78.165,2016-09-22 02:00:00
43,2016-09-22,5,37.9834,2016-09-22 01:30:00
44,2016-09-22,4,54.3254,2016-09-22 01:00:00
45,2016-09-22,3,-70.1305,2016-09-22 00:30:00
46,2016-09-22,2,-168.7083,2016-09-22 00:00:00
47,2016-09-22,1,-164.3469,2016-09-21 23:30:00
0,2016-09-23,48,105.3732,2016-09-23 23:00:00
1,2016-09-23,47,-34.3206,2016-09-23 22:30:00
2,2016-09-23,46,-379.9871,2016-09-23 22:00:00
3,2016-09-23,45,-325.4412,2016-09-23 21:30:00
4,2016-09-23,44,-737.1914,2016-09-23 21:00:00
5,2016-09-23,43,-654.8183,2016-09-23 20:30:00
6,2016-09-23,42,-453.658,2016-09-23 20:00:00
7,2016-09-23,41,-343.3855,2016-09-23 19:30:00
8,2016-09-23,40,-336.1103,2016-09-23 19:00:00
9,2016-09-23,39,-376.3713,2016-09-23 18:30:00
10,2016-09-23,38,-530.2602,2016-09-23 18:00:00
11,2016-09-23,37,-527.9603,2016-09-23 17:30:00
12,2016-09-23,36,-301.2796,2016-09-23 17:00:00
13,2016-09-23,35,-570.4274,2016-09-23 16:30:00
14,2016-09-23,34,-383.2795,2016-09-23 16:00:00
15,2016-09-23,33,-421.4952,2016-09-23 15:30:00
16,2016-09-23,32,-456.7816,2016-09-23 15:00:00
17,2016-09-23,31,-742.8251,2016-09-23 14:30:00
18,2016-09-23,30,-802.563,2016-09-23 14:00:00
19,2016-09-23,29,-659.9858,2016-09-23 13:30:00
20,2016-09-23,28,-768.6571,2016-09-23 13:00:00
21,2016-09-23,27,-873.3817,2016-09-23 12:30:00
22,2016-09-23,26,-1111.2162,2016-09-23 12:00:00
23,2016-09-23,25,-1033.258,2016-09-23 11:30:00
24,2016-09-23,24,-994.275,2016-09-23 11:00:00
25,2016-09-23,23,-681.8012,2016-09-23 10:30:00
26,2016-09-23,22,-788.4656,2016-09-23 10:00:00
27,2016-09-23,21,-514.8494,2016-09-23 09:30:00
28,2016-09-23,20,-409.9118,2016-09-23 09:00:00
29,2016-09-23,19,-340.1282,2016-09-23 08:30:00
30,2016-09-23,18,-185.852,2016-09-23 08:00:00
31,2016-09-23,17,-40.266,2016-09-23 07:30:00
32,2016-09-23,16,-70.6504,2016-09-23 07:00:00
33,2016-09-23,15,-365.4796,2016-09-23 06:30:00
34,2016-09-23,14,-111.2011,2016-09-23 06:00:00
35,2016-09-23,13,-243.6228,2016-09-23 05:30:00
36,2016-09-23,12,-189.8976,2016-09-23 05:00:00
37,2016-09-23,11,-379.6246,2016-09-23 04:30:00
38,2016-09-23,10,-238.5407,2016-09-23 04:00:00
39,2016-09-23,9,-247,2016-09-23 03:30:00
40,2016-09-23,8,-195.5333,2016-09-23 03:00:00
41,2016-09-23,7,-191.4562,2016-09-23 02:30:00
42,2016-09-23,6,-123.175,2016-09-23 02:00:00
43,2016-09-23,5,-159.0723,2016-09-23 01:30:00
44,2016-09-23,4,-94.4166,2016-09-23 01:00:00
45,2016-09-23,3,-66.6266,2016-09-23 00:30:00
46,2016-09-23,2,-178.9083,2016-09-23 00:00:00
47,2016-09-23,1,-246.1975,2016-09-22 23:30:00
0,2016-09-24,48,331.5001,2016-09-24 23:00:00
1,2016-09-24,47,357.075,2016-09-24 22:30:00
2,2016-09-24,46,151.7059,2016-09-24 22:00:00
3,2016-09-24,45,4.1109,2016-09-24 21:30:00
4,2016-09-24,44,-315.1038,2016-09-24 21:00:00
5,2016-09-24,43,-313.4228,2016-09-24 20:30:00
6,2016-09-24,42,-205.4594,2016-09-24 20:00:00
7,2016-09-24,41,-141.9937,2016-09-24 19:30:00
8,2016-09-24,40,191.0733,2016-09-24 19:00:00
9,2016-09-24,39,148.8937,2016-09-24 18:30:00
10,2016-09-24,38,346.6444,2016-09-24 18:00:00
11,2016-09-24,37,123.2271,2016-09-24 17:30:00
12,2016-09-24,36,480.731,2016-09-24 17:00:00
13,2016-09-24,35,536.591,2016-09-24 16:30:00
14,2016-09-24,34,179.6477,2016-09-24 16:00:00
15,2016-09-24,33,256.8519,2016-09-24 15:30:00
16,2016-09-24,32,95.705,2016-09-24 15:00:00
17,2016-09-24,31,80.606,2016-09-24 14:30:00
18,2016-09-24,30,302.442,2016-09-24 14:00:00
19,2016-09-24,29,350.2077,2016-09-24 13:30:00
20,2016-09-24,28,656.4391,2016-09-24 13:00:00
21,2016-09-24,27,493.6087,2016-09-24 12:30:00
22,2016-09-24,26,87.7583,2016-09-24 12:00:00
23,2016-09-24,25,-30.2168,2016-09-24 11:30:00
24,2016-09-24,24,-158.5633,2016-09-24 11:00:00
25,2016-09-24,23,-193.3845,2016-09-24 10:30:00
26,2016-09-24,22,-302.5778,2016-09-24 10:00:00
27,2016-09-24,21,-243.9834,2016-09-24 09:30:00
28,2016-09-24,20,-27.4124,2016-09-24 09:00:00
29,2016-09-24,19,44.4685,2016-09-24 08:30:00
30,2016-09-24,18,25.7586,2016-09-24 08:00:00
31,2016-09-24,17,-73.6171,2016-09-24 07:30:00
32,2016-09-24,16,-260.9301,2016-09-24 07:00:00
33,2016-09-24,15,-525.0841,2016-09-24 06:30:00
34,2016-09-24,14,-212.4447,2016-09-24 06:00:00
35,2016-09-24,13,-315.261,2016-09-24 05:30:00
36,2016-09-24,12,-272.1546,2016-09-24 05:00:00
37,2016-09-24,11,-435.2718,2016-09-24 04:30:00
38,2016-09-24,10,-350.2085,2016-09-24 04:00:00
39,2016-09-24,9,-319.1489,2016-09-24 03:30:00
40,2016-09-24,8,-379.1922,2016-09-24 03:00:00
41,2016-09-24,7,-259.5687,2016-09-24 02:30:00
42,2016-09-24,6,-268.7923,2016-09-24 02:00:00
43,2016-09-24,5,-156.0156,2016-09-24 01:30:00
44,2016-09-24,4,26.1951,2016-09-24 01:00:00
45,2016-09-24,3,23.9797,2016-09-24 00:30:00
46,2016-09-24,2,-200.9055,2016-09-24 00:00:00
47,2016-09-24,1,-73.1002,2016-09-23 23:30:00
0,2016-09-25,48,-606.6372,2016-09-25 23:00:00
1,2016-09-25,47,-379.2534,2016-09-25 22:30:00
2,2016-09-25,46,-578.6868,2016-09-25 22:00:00
3,2016-09-25,45,-284.295,2016-09-25 21:30:00
4,2016-09-25,44,-124.5021,2016-09-25 21:00:00
5,2016-09-25,43,-190.5358,2016-09-25 20:30:00
6,2016-09-25,42,-105.2963,2016-09-25 20:00:00
7,2016-09-25,41,14.9375,2016-09-25 19:30:00
8,2016-09-25,40,45.7973,2016-09-25 19:00:00
9,2016-09-25,39,-139.5821,2016-09-25 18:30:00
10,2016-09-25,38,-91.9086,2016-09-25 18:00:00
11,2016-09-25,37,156.0975,2016-09-25 17:30:00
12,2016-09-25,36,41.4533,2016-09-25 17:00:00
13,2016-09-25,35,14.6892,2016-09-25 16:30:00
14,2016-09-25,34,-386.7557,2016-09-25 16:00:00
15,2016-09-25,33,-725.9424,2016-09-25 15:30:00
16,2016-09-25,32,-891.9888,2016-09-25 15:00:00
17,2016-09-25,31,-1239.3112,2016-09-25 14:30:00
18,2016-09-25,30,-1279.0555,2016-09-25 14:00:00
19,2016-09-25,29,-1188.8644,2016-09-25 13:30:00
20,2016-09-25,28,-1023.3832,2016-09-25 13:00:00
21,2016-09-25,27,-968.8911,2016-09-25 12:30:00
22,2016-09-25,26,-935.3964,2016-09-25 12:00:00
23,2016-09-25,25,-1066.2764,2016-09-25 11:30:00
24,2016-09-25,24,-1039.6832,2016-09-25 11:00:00
25,2016-09-25,23,-897.06,2016-09-25 10:30:00
26,2016-09-25,22,-824.0025,2016-09-25 10:00:00
27,2016-09-25,21,-646.9026,2016-09-25 09:30:00
28,2016-09-25,20,-442.9169,2016-09-25 09:00:00
29,2016-09-25,19,-50.8024,2016-09-25 08:30:00
30,2016-09-25,18,-29.7473,2016-09-25 08:00:00
31,2016-09-25,17,-79.5228,2016-09-25 07:30:00
32,2016-09-25,16,131.8845,2016-09-25 07:00:00
33,2016-09-25,15,-134.8613,2016-09-25 06:30:00
34,2016-09-25,14,41.7333,2016-09-25 06:00:00
35,2016-09-25,13,19.3252,2016-09-25 05:30:00
36,2016-09-25,12,-43.6529,2016-09-25 05:00:00
37,2016-09-25,11,-127.507,2016-09-25 04:30:00
38,2016-09-25,10,-56.8168,2016-09-25 04:00:00
39,2016-09-25,9,60.2251,2016-09-25 03:30:00
40,2016-09-25,8,112.8916,2016-09-25 03:00:00
41,2016-09-25,7,205.9613,2016-09-25 02:30:00
42,2016-09-25,6,258.5886,2016-09-25 02:00:00
43,2016-09-25,5,274.6686,2016-09-25 01:30:00
44,2016-09-25,4,663.4471,2016-09-25 01:00:00
45,2016-09-25,3,678.3163,2016-09-25 00:30:00
46,2016-09-25,2,454.6992,2016-09-25 00:00:00
47,2016-09-25,1,371.3637,2016-09-24 23:30:00
0,2016-09-26,48,-37.6662,2016-09-26 23:00:00
1,2016-09-26,47,-85.6314,2016-09-26 22:30:00
2,2016-09-26,46,-406.2218,2016-09-26 22:00:00
3,2016-09-26,45,-125.1571,2016-09-26 21:30:00
4,2016-09-26,44,-367.6773,2016-09-26 21:00:00
5,2016-09-26,43,-141.6421,2016-09-26 20:30:00
6,2016-09-26,42,-274.2174,2016-09-26 20:00:00
7,2016-09-26,41,-190.5157,2016-09-26 19:30:00
8,2016-09-26,40,110.7916,2016-09-26 19:00:00
9,2016-09-26,39,174.5361,2016-09-26 18:30:00
10,2016-09-26,38,107.4165,2016-09-26 18:00:00
11,2016-09-26,37,96.9937,2016-09-26 17:30:00
12,2016-09-26,36,80.3062,2016-09-26 17:00:00
13,2016-09-26,35,12.036,2016-09-26 16:30:00
14,2016-09-26,34,-102.914,2016-09-26 16:00:00
15,2016-09-26,33,-41.0084,2016-09-26 15:30:00
16,2016-09-26,32,-101.9711,2016-09-26 15:00:00
17,2016-09-26,31,-225.2333,2016-09-26 14:30:00
18,2016-09-26,30,-138.0606,2016-09-26 14:00:00
19,2016-09-26,29,-136.9011,2016-09-26 13:30:00
20,2016-09-26,28,-195.5791,2016-09-26 13:00:00
21,2016-09-26,27,-65.5905,2016-09-26 12:30:00
22,2016-09-26,26,209.3046,2016-09-26 12:00:00
23,2016-09-26,25,251.8334,2016-09-26 11:30:00
24,2016-09-26,24,280.4293,2016-09-26 11:00:00
25,2016-09-26,23,280.614,2016-09-26 10:30:00
26,2016-09-26,22,49.7229,2016-09-26 10:00:00
27,2016-09-26,21,-14.909,2016-09-26 09:30:00
